position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
55,Women's Plus Size Clothing - Old Navy,women Plus Size Clothing,['womens plus size clothing'],[],Check out the womens plus size clothing shop for great deals on fashionable styles. Old Navy is where fun and value meet fashion. Old Navy provides the ...,https://oldnavy.gap.com/shop/womens-plus-size-clothing
56,Unique Plus Size Clothing - Amazon.com,women Plus Size Clothing,"['size', 'Dress', ""Women's"", 'Dress']",[],RESULTS. Price and other details may vary based on product size and color. Dress the Population Women's Audrey Spaghetti Strap Midi A-line 3D Floral Dress.,https://www.amazon.com/Unique-Plus-Size-Clothing/s?k=Unique+Plus+Size+Clothing
57,Where Are the Plus Size Clothes for Women Over 60?,women Plus Size Clothing,"['plus size clothing', 'women']",[],Lane Bryant – the pioneer in plus size clothing in the USA. · Maurices – contemporary styling which appeals to older women. · Gwynie Bee – unique ...,https://sixtyandme.com/where-are-the-plus-size-clothes-for-women-over-60/
58,Old Navy Plus Size Clothing for Women for sale - eBay,women Plus Size Clothing,"['Plus Size Clothing', 'Women']",[],Get the best deals on Old Navy Plus Size Clothing for Women when you shop the largest online selection at eBay.com. Free shipping on many items | Browse ...,https://www.ebay.com/b/Old-Navy-Plus-Size-Clothing-for-Women/15724/bn_3987436
59,"Curvy Sense - Trendy, Affordable Plus Size Clothing for ...",women Plus Size Clothing,"['Plus Size', 'Dress', 'Plus Size', 'Dress', 'Plus Size']",[],PARTY SHOP · Plus Size Brisa Printed Tulip Hem Dress - Gold · Plus Size Rosie Garden Mesh Bodycon Dress - Black · Plus Size Keilani Satin Collar Jumpsuit - Black.,https://curvysense.com/
60,Women's Plus Size Clothing | REI Co-op,women Plus Size Clothing,"[""Women's Plus Size Clothing""]",[],Shop for Women's Plus Size Clothing at REI Outlet - FREE SHIPPING With $50 minimum purchase. Curbside Pickup Available NOW! 100% Satisfaction Guarantee.,https://www.rei.com/rei-garage/s/womens-plus-size-clothing
61,Plus Size Clothing for Women - Costco Wholesale,women Plus Size Clothing,"['Plus Size Clothing', 'Women']",[],Plus Size Clothing for Women ; Spyder Ladies' Tight with Pockets · Side Pockets ; Mondetta Ladies' Lightweight Printed Top · GRS Certified Recycled Fabric ...,https://www.costco.com/womens-clothing.html?womens-size=x-large-average&additional-sizes=plus-size&refine=ads_f22001_ntk_cs%253A%2522Plus%2BSize%2522%7C
62,Pants : Plus Size Clothing - Target,women Plus Size Clothing,"['Clothing', ""Women's Clothing"", 'Plus Size Clothing']",[],"Target/Clothing, Shoes & Accessories/Women's Clothing/Pants : Plus Size Clothing (858)‎. How are you shopping today? Pickup. In-store pickup, ready within 2 ...",https://www.target.com/c/plus-size-clothing-women/pants/-/N-5ouvjZipjkpfqe4v8
63,Women's Plus Size Clothing - Kohl's,women Plus Size Clothing,"[""women's"", 'dresses', ""Women's""]",[],"Bold women's jeans, patterned blouses, and sleek dresses add variety to your wardrobe. Rest assured, you'll find the latest styles and trends at Kohl's! Women's ...",https://m.kohls.com/catalog/womens-plus-clothing.jsp?CN=Gender:Womens+SizeRange:Plus+Department:Clothing&cc=plus-TN2.0-S-womensplus
64,Caslon® Plus Size Clothing For Women - Nordstrom,women Plus Size Clothing,"[""Women's"", 'Plus Size Clothing', ""Women's"", 'Plus Size', 'Plus Size']",[],Women's Caslon® Plus Size Clothing · Women's Funnel Neck Sweater (Plus Size) · Shirred Popover Top (Plus Size) · Stretch Cotton Chino Pants · Drawstring Linen ...,https://www.nordstrom.com/browse/women/clothing/plus-size?filterByBrand=caslon
65,Women's Curvy & Plus Size Clothing | You + All | Online Store,women Plus Size Clothing,"['plus size', 'clothing', 'plus size dresses']",[],"You + All is your number one destination for plus size and curvy clothing and accessories. From plus size dresses, skirts, tops, denim, pants and more, ...",https://youandallfashion.com/
66,The best plus-size women's clothing of 2022: 32 trendy brands,women Plus Size Clothing,"['plus', ""size women's clothing""]",[],The 32 brands making the best plus-size women's clothing of 2022 · 1. Amazon · 2. Abercrombie · 3. Anthropologie · 4. ASOS Curve · 5. Bandier · 6.,https://nypost.com/article/best-plus-size-womens-clothing-brands/
67,Spring Plus Size Clothing - Anthropologie,women Plus Size Clothing,"['plus size clothing', 'women']",[],Say hello to APlus by Anthropologie – our first-ever collection of plus size clothing for women. From essential tees and jeans to statement-making ...,https://www.anthropologie.com/new-plus-size-clothing
68,Plus-Size Clothing for Young Adult Women - Nordstrom,women Plus Size Clothing,"['Plus', 'Size Clothing', 'Women', 'Plus Size']",[],Plus-Size Clothing for Young Adult Women · Curve Oversize Mesh Button-Up Shirt (Plus Size) · Solid Cotton Crewneck T-Shirt · Raw Hem Crop Straight Leg Jeans ( ...,https://www.nordstrom.com/browse/young-adult/women-clothing/plus-size
69,ELOQUII Plus Size Clothing For Women - Nordstrom,women Plus Size Clothing,"[""Women's"", 'Plus Size Clothing']",[],Free shipping and returns on Women's ELOQUII Plus Size Clothing at Nordstrom.com.,https://www.nordstrom.com/browse/women/clothing/plus-size?filterByBrand=eloquii
